poet_id,작가,책 제목,출판사,시리즈,번호,출판년도,등단년도,등단매체,등단매체_정규화,등단경로,등단장르,n_works_in_book
P0274,이시영,우리의 죽은 자들을 위해,창비,창비시선,277,2007,1969,월간문학 신인작품공모,월간문학,신인상,시,66
P0274,이시영,은빛 호각,창비,창비시선,230,2003,1969,월간문학 신인작품공모,월간문학,신인상,시,51
P0398,함기석,음시,문학동네,문학동네 시인선,168,2022,1992,작가세계,작가세계,매체 및 문학상,시,3
P0398,함기석,오렌지 기하학,문학동네,문학동네 시인선,22,2012,1992,작가세계,작가세계,매체 및 문학상,시,2
P0370,천서봉,수요일은 어리고 금요일은 너무 늙어,문학동네,문학동네 시인선,198,2023,2005,작가세계,작가세계,매체 및 문학상,시,6
P0370,천서봉,서봉 씨의 가방,문학동네,문학동네 시인선,13,2011,2005,작가세계,작가세계,매체 및 문학상,시,6
P0340,정재학,아빠가 시인인 건 아는데 시가 뭐야?,문학동네,문학동네 시인선,174,2022,1996,작가세계,작가세계,매체 및 문학상,시,30
P0340,정재학,모음들이 쏟아진다,창비,창비시선,376,2014,1996,작가세계,작가세계,매체 및 문학상,시,23
P0340,정재학,광대 소녀의 거꾸로 도는 지구,민음사,민음의 시,146,2008,1996,작가세계,작가세계,매체 및 문학상,시,24
P0340,정재학,어머니가 촛불로 밥을 지으신다,민음사,민음의 시,116,2004,1996,작가세계,작가세계,매체 및 문학상,시,25
P0251,이만식,나는 정말 아주 다르다,민음사,민음의 시,127,2005,1992,작가세계,작가세계,매체 및 문학상,시,16
P0199,심재휘,그래요 그러니까 우리 강릉으로 가요,창비,창비시선,468,2022,1997,작가세계,작가세계,매체 및 문학상,시,4
P0199,심재휘,용서를 배울 만한 시간,문학동네,문학동네 시인선,108,2018,1997,작가세계,작가세계,매체 및 문학상,시,2
P0049,김상미,갈수록 자연이 되어가는 여자,문학동네,문학동네 시인선,183,2022,1990,작가세계,작가세계,매체 및 문학상,시,12
P0049,김상미,우린 아무 관계도 아니에요,문학동네,문학동네 시인선,92,2017,1990,작가세계,작가세계,매체 및 문학상,시,17
P0125,박상순,Love Adagio,민음사,민음의 시,121,2004,1991,작가세계 봄호,작가세계,매체 및 문학상,시,1
P0191,신용목,누군가가 누군가를 부르면 내가 돌아보았다,창비,창비시선,411,2017,2000,작가세계 신인상,작가세계,신인상,시,1
P0191,신용목,아무 날의 도시,문학과지성사,문학과지성 시인선,416,2012,2000,작가세계 신인상,작가세계,신인상,시,6
P0191,신용목,바람의 백만번째 어금니,창비,창비시선,278,2007,2000,작가세계 신인상,작가세계,신인상,시,4
P0191,신용목,그 바람을 다 걸어야 한다,문학과지성사,문학과지성 시인선,290,2004,2000,작가세계 신인상,작가세계,신인상,시,8
P0134,박시하,우리의 대화는 이런 것입니다,문학동네,문학동네 시인선,80,2016,2008,작가세계 신인상,작가세계,신인상,시,1
P0095,김현,다 먹을 때쯤 영원의 머리가 든 매운탕이 나온다,문학동네,문학동네 시인선,162,2021,2009,작가세계 신인상,작가세계,신인상,시,3
P0095,김현,글로리홀,문학과지성사,문학과지성 시인선,453,2014,2009,작가세계 신인상,작가세계,신인상,시,8
P0000,강기원,다만 보라를 듣다,민음사,민음의 시,292,2021,1997,작가세계 신인상,작가세계,신인상,시,4
P0000,강기원,지중해의 피,민음사,민음의 시,217,2015,1997,작가세계 신인상,작가세계,신인상,시,8
P0000,강기원,은하가 은하를 관통하는 밤,민음사,민음의 시,162,2010,1997,작가세계 신인상,작가세계,신인상,시,2
P0000,강기원,바다로 가득 찬 책,민음사,민음의 시,137,2006,1997,작가세계 신인상,작가세계,신인상,시,2
P0269,이수명,물류창고,문학과지성사,문학과지성 시인선,510,2018,1994,작가세계 신인상 (겨울호),작가세계,신인상,시,8
P0269,이수명,마치,문학과지성사,문학과지성 시인선,450,2014,1994,작가세계 신인상 (겨울호),작가세계,신인상,시,7
P0269,이수명,언제나 너무 많은 비들,문학과지성사,문학과지성 시인선,399,2011,1994,작가세계 신인상 (겨울호),작가세계,신인상,시,7
P0269,이수명,고양이 비디오를 보는 고양이,문학과지성사,문학과지성 시인선,289,2004,1994,작가세계 신인상 (겨울호),작가세계,신인상,시,13
P0269,이수명,붉은 담장의 커브,민음사,민음의 시,103,2001,1994,작가세계 신인상 (겨울호),작가세계,신인상,시,19
P0407,황규관,이번 차는 그냥 보내자,문학동네,문학동네 시인선,128,2019,1993,전태일문학상,전태일문학상,매체 및 문학상,시,2
P0250,이동우,서로의 우는 소리를 배운 건 우연이었을까,창비,창비시선,486,2023,2015,전태일문학상,전태일문학상,매체 및 문학상,시,1
P0328,장현,22 : Chae Mi Hee,문학과지성사,문학과지성 시인선,541,2020,2019,제1회 박상륭상,제1회 박상륭상,매체 및 문학상,시,3
P0391,최현우,사람은 왜 만질 수 없는 날씨를 살게 되나요,문학동네,문학동네 시인선,132,2020,2014,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,6
P0389,최하림,풍경 뒤의 풍경,문학과지성사,문학과지성 시인선,254,2001,1964,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,3
P0371,천수호,수건은 젖고 댄서는 마른다,문학동네,문학동네 시인선,149,2020,2003,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,3
P0371,천수호,우울은 허밍,문학동네,문학동네 시인선,59,2014,2003,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,1
P0371,천수호,아주 붉은 현기증,민음사,민음의 시,153,2009,2003,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,3
P0345,정현우,나는 천사에게 말을 배웠지,창비,창비시선,452,2021,2015,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,10
P0230,유희경,우리에게 잠시 신이었던,문학과지성사,문학과지성 시인선,508,2018,2008,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,18
P0230,유희경,오늘 아침 단어,문학과지성사,문학과지성 시인선,393,2011,2008,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,10
P0220,유수연,사랑하고 선량하게 잦아드네,문학동네,문학동네 시인선,224,2024,2017,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,10
P0220,유수연,기분은 노크하지 않는다,창비,창비시선,485,2023,2017,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,3
P0196,심보선,오늘은 잘 모르겠어,문학과지성사,문학과지성 시인선,499,2017,1994,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,1
P0196,심보선,눈앞에 없는 사람,문학과지성사,문학과지성 시인선,397,2011,1994,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,2
P0196,심보선,슬픔이 없는 십오 초,문학과지성사,문학과지성 시인선,346,2008,1994,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,11
P0193,신철규,심장보다 높이,창비,창비시선,473,2022,2011,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,3
P0193,신철규,지구만큼 슬펐다고 한다,문학동네,문학동네 시인선,96,2017,2011,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,2
P0184,신대철,바이칼 키스,문학과지성사,문학과지성 시인선,332,2007,1968,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,1
P0184,신대철,누구인지 몰라도 그대를 사랑한다,창비,창비시선,242,2005,1968,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,2
P0184,신대철,개마고원에서 온 친구에게,문학과지성사,문학과지성 시인선,249,2000,1968,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,1
P0118,민구,배가 산으로 간다,문학동네,문학동네 시인선,65,2014,2009,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,2
P0076,김윤이,흑발 소녀의 누드 속에는,창비,창비시선,328,2011,2007,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,3
P0009,고명재,우리가 키스할 때 눈을 감는 건,문학동네,문학동네 시인선,184,2022,2020,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,7
P0004,강우근,너와 바꿔 부를 수 있는 것,창비,창비시선,496,2024,2020,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,2
P0285,이윤설,누가 지금 내 생각을 하는가,문학동네,문학동네 시인선,163,2021,2006,조선일보 신춘문예/세계일보 신춘문예,조선일보 신춘문예,신춘문예,시,4
P0299,이찬,발아래 비의 눈들이 모여 나를 씻을 수 있다면,문학과지성사,문학과지성 시인선,274,2003,1927,조선일보 학생문예,조선일보 학생문예,비공식,시,39
P0354,조용우,세컨드핸드,민음사,민음의 시,310,2023,2019,중앙신인문학상,중앙신인문학상,신인상,시,8
P0323,장승리,반과거,문학과지성사,문학과지성 시인선,531,2019,2002,중앙신인문학상,중앙신인문학상,신인상,시,2
P0323,장승리,습관성 겨울,민음사,민음의 시,148,2008,2002,중앙신인문학상,중앙신인문학상,신인상,시,12
P0311,임솔아,괴괴한 날씨와 착한 사람들,문학과지성사,문학과지성 시인선,495,2017,2013,중앙신인문학상,중앙신인문학상,신인상,시,1
P0309,임경섭,종종,민음사,민음의 시,328,2024,2008,중앙신인문학상,중앙신인문학상,신인상,시,1
P0306,이혜미,빛의 자격을 얻어,문학과지성사,문학과지성 시인선,557,2021,2006,중앙신인문학상,중앙신인문학상,신인상,시,3
P0306,이혜미,뜻밖의 바닐라,문학과지성사,문학과지성 시인선,491,2016,2006,중앙신인문학상,중앙신인문학상,신인상,시,2
P0306,이혜미,보라의 바깥,창비,창비시선,335,2011,2006,중앙신인문학상,중앙신인문학상,신인상,시,1
P0223,유이우,내가 정말이라면,창비,창비시선,434,2019,2014,중앙신인문학상,중앙신인문학상,신인상,시,1
P0135,박연준,"아버지는 나를 처제, 하고 불렀다",문학동네,문학동네 시인선,28,2012,2004,중앙신인문학상,중앙신인문학상,신인상,시,1
P0135,박연준,속눈썹이 지르는 비명,창비,창비시선,271,2007,2004,중앙신인문학상,중앙신인문학상,신인상,시,2
P0113,문보영,모래비가 내리는 모래 서점,문학동네,문학동네 시인선,197,2023,2016,중앙신인문학상,중앙신인문학상,신인상,시,7
P0113,문보영,책기둥,민음사,민음의 시,242,2017,2016,중앙신인문학상,중앙신인문학상,신인상,시,5
P0006,강지이,수평으로 함께 잠겨보려고,창비,창비시선,462,2021,2017,중앙신인문학상,중앙신인문학상,신인상,시,3
P0149,박태일,달래는 몽골 말로 바다,문학동네,문학동네 시인선,49,2013,1980,중앙일보 신춘문예,중앙일보 신춘문예,신춘문예,시,1
P0149,박태일,풀나라,문학과지성사,문학과지성 시인선,263,2002,1980,중앙일보 신춘문예,중앙일보 신춘문예,신춘문예,시,1
P0127,박성우,웃는 연습,창비,창비시선,413,2017,2000,중앙일보 신춘문예,중앙일보 신춘문예,신춘문예,시,1
P0127,박성우,자두나무 정류장,창비,창비시선,338,2011,2000,중앙일보 신춘문예,중앙일보 신춘문예,신춘문예,시,3
P0127,박성우,가뜬한 잠,창비,창비시선,274,2007,2000,중앙일보 신춘문예,중앙일보 신춘문예,신춘문예,시,1
P0100,나희덕,야생사과,창비,창비시선,301,2009,1989,중앙일보 신춘문예,중앙일보 신춘문예,신춘문예,시,2
P0100,나희덕,사라진 손바닥,문학과지성사,문학과지성 시인선,291,2004,1989,중앙일보 신춘문예,중앙일보 신춘문예,신춘문예,시,1
P0100,나희덕,어두워진다는 것,창비,창비시선,205,2001,1989,중앙일보 신춘문예,중앙일보 신춘문예,신춘문예,시,1
P0028,김경미,당신의 세계는 아직도 바다와 빗소리와 작약을 취급하는지,민음사,민음의 시,308,2023,1983,중앙일보 신춘문예,중앙일보 신춘문예,신춘문예,시,1
P0028,김경미,고통을 달래는 순서,창비,창비시선,296,2008,1983,중앙일보 신춘문예,중앙일보 신춘문예,신춘문예,시,1
P0016,곽재구,푸른 용과 강과 착한 물고기들의 노래,문학동네,문학동네 시인선,117,2019,1981,중앙일보 신춘문예,중앙일보 신춘문예,신춘문예,시,1
P0016,곽재구,와온 바다,창비,창비시선,346,2012,1981,중앙일보 신춘문예,중앙일보 신춘문예,신춘문예,시,2
P0226,유현아,슬픔은 겨우 손톱만큼의 조각,창비,창비시선,491,2023,1987,지평 (부산 무크지),지평 (부산 무크지),매체 및 문학상,시,2
P0395,한연희,희귀종 눈물귀신버섯,문학동네,문학동네 시인선,199,2023,2016,창비신인문학상,창작과비평,신인상,시,1
P0080,김재근,무중력 화요일,창비,창비시선,384,2015,2010,창비신인문학상,창작과비평,신인상,시,7
P0397,한재범,웃긴 게 뭔지 아세요,창비,창비시선,499,2024,2019,창비신인시인상,창작과비평,신인상,시,1
P0387,최지은,"봄밤이 끝나가요, 때마침 시는 너무 짧고요",창비,창비시선,458,2021,2017,창비신인시인상,창작과비평,신인상,시,3
P0363,주하림,여름 키코,문학동네,문학동네 시인선,176,2022,2009,창비신인시인상,창작과비평,신인상,시,1
P0228,유혜빈,밤새도록 이마를 쓰다듬는 꿈속에서,창비,창비시선,480,2022,2020,창비신인시인상,창작과비평,신인상,시,7
P0207,안희연,당근밭 걷기,문학동네,문학동네 시인선,214,2024,2012,창비신인시인상,창작과비평,신인상,시,1
P0180,송진권,원근법 배우는 시간,창비,창비시선,483,2022,2004,창비신인시인상,창작과비평,신인상,시,14
P0180,송진권,자라는 돌,창비,창비시선,331,2011,2004,창비신인시인상,창작과비평,신인상,시,8
P0159,백상웅,거인을 보았다,창비,창비시선,352,2012,2008,창비신인시인상,창작과비평,신인상,시,4
P0369,채호기,손가락이 뜨겁다,문학과지성사,문학과지성 시인선,361,2009,1988,창작과비평,창작과비평,매체 및 문학상,시,2
P0358,조정인,사과 얼마예요,민음사,민음의 시,257,2019,1998,창작과비평,창작과비평,매체 및 문학상,시,2
P0358,조정인,장미의 내용,창비,창비시선,329,2011,1998,창작과비평,창작과비평,매체 및 문학상,시,1
P0342,정철훈,내 졸음에도 사랑은 떠도느냐,민음사,민음의 시,110,2002,1997,창작과비평,창작과비평,매체 및 문학상,시,2
P0327,장철문,비유의 바깥,문학동네,문학동네 시인선,83,2016,1994,창작과비평,창작과비평,매체 및 문학상,시,2
P0327,장철문,무릎 위의 자작나무,창비,창비시선,290,2008,1994,창작과비평,창작과비평,매체 및 문학상,시,5
P0327,장철문,산벚나무의 저녁,창비,창비시선,228,2003,1994,창작과비평,창작과비평,매체 및 문학상,시,1
P0252,이면우,아무도 울지 않는다,창비,창비시선,211,2001,1997,창작과비평,창작과비평,매체 및 문학상,시,5
P0249,이대흠,코끼리가 쏟아진다,창비,창비시선,484,2022,1994,창작과비평,창작과비평,매체 및 문학상,시,5
P0249,이대흠,당신은 북천에서 온 사람,창비,창비시선,425,2018,1994,창작과비평,창작과비평,매체 및 문학상,시,2
P0249,이대흠,귀가 서럽다,창비,창비시선,311,2010,1994,창작과비평,창작과비평,매체 및 문학상,시,4
P0222,유용주,서울은 왜 이렇게 추운 겨,문학동네,문학동네 시인선,104,2018,1991,창작과비평,창작과비평,매체 및 문학상,시,3
P0148,박철,없는 영원에도 끝은 있으니,창비,창비시선,420,2018,1987,창작과비평,창작과비평,매체 및 문학상,시,2
P0085,김주대,그리움의 넓이,창비,창비시선,353,2012,1991,창작과비평,창작과비평,매체 및 문학상,시,11
P0083,김정환,내 몸에 내려앉은 지명,문학동네,문학동네 시인선,82,2016,1980,창작과비평,창작과비평,매체 및 문학상,시,1
P0083,김정환,해가 뜨다,문학과지성사,문학과지성 시인선,251,2000,1980,창작과비평,창작과비평,매체 및 문학상,시,2
P0072,김용택,모두가 첫날처럼,문학동네,문학동네 시인선,191,2023,1982,창작과비평 21인 신작시집,창작과비평,매체 및 문학상,시,5
P0072,김용택,나비가 숨은 어린나무,문학과지성사,문학과지성 시인선,555,2022,1982,창작과비평 21인 신작시집,창작과비평,매체 및 문학상,시,6
P0072,김용택,울고 들어온 너에게,창비,창비시선,401,2016,1982,창작과비평 21인 신작시집,창작과비평,매체 및 문학상,시,1
P0053,김선우,내 따스한 유령들,창비,창비시선,461,2021,1996,창작과비평 겨울호,창작과비평,매체 및 문학상,시,1
P0053,김선우,녹턴,문학과지성사,문학과지성 시인선,483,2016,1996,창작과비평 겨울호,창작과비평,매체 및 문학상,시,1
P0053,김선우,나의 무한한 혁명에게,창비,창비시선,344,2012,1996,창작과비평 겨울호,창작과비평,매체 및 문학상,시,1
P0053,김선우,내 몸속에 잠든 이 누구신가,문학과지성사,문학과지성 시인선,335,2007,1996,창작과비평 겨울호,창작과비평,매체 및 문학상,시,5
P0053,김선우,도화 아래 잠들다,창비,창비시선,229,2003,1996,창작과비평 겨울호,창작과비평,매체 및 문학상,시,4
P0057,김성대,사막 식당,창비,창비시선,356,2013,2005,창작과비평 신인상,창작과비평,신인상,시,1
P0057,김성대,귀 없는 토끼에 관한 소수 의견,민음사,민음의 시,170,2010,2005,창작과비평 신인상,창작과비평,신인상,시,2
P0376,최민,어느날 꿈에,창비,창비시선,244,2005,1969,창작과비평 여름호,창작과비평,매체 및 문학상,시,1
P0297,이지아,이렇게나 뽀송해,문학과지성사,문학과지성 시인선,570,2022,2015,쿨투라 신인상,쿨투라 신인상,신인상,시,11
P0297,이지아,오트 쿠튀르,문학과지성사,문학과지성 시인선,539,2020,2015,쿨투라 신인상,쿨투라 신인상,신인상,시,6
P0190,신영배,물안경 달밤,문학과지성사,문학과지성 시인선,549,2020,2001,포에지,포에지,매체 및 문학상,시,1
P0190,신영배,그 숲에서 당신을 만날까,문학과지성사,문학과지성 시인선,497,2017,2001,포에지,포에지,매체 및 문학상,시,9
P0190,신영배,물속의 피아노,문학과지성사,문학과지성 시인선,433,2013,2001,포에지,포에지,매체 및 문학상,시,9
P0190,신영배,오후 여섯 시에 나는 가장 길어진다,문학과지성사,문학과지성 시인선,364,2009,2001,포에지,포에지,매체 및 문학상,시,5
P0079,김이듬,투명한 것과 없는 것,문학동네,문학동네 시인선,204,2023,2001,포에지 가을호,포에지,매체 및 문학상,시,4
P0079,김이듬,표류하는 흑발,민음사,민음의 시,239,2017,2001,포에지 가을호,포에지,매체 및 문학상,시,3
P0079,김이듬,히스테리아,문학과지성사,문학과지성 시인선,454,2014,2001,포에지 가을호,포에지,매체 및 문학상,시,4
P0079,김이듬,말할 수 없는 애인,문학과지성사,문학과지성 시인선,391,2011,2001,포에지 가을호,포에지,매체 및 문학상,시,1
P0079,김이듬,명랑하라 팜 파탈,문학과지성사,문학과지성 시인선,340,2007,2001,포에지 가을호,포에지,매체 및 문학상,시,5
P0022,권선희,푸른 바다 검게 울던 물의 말,창비,창비시선,505,2024,1998,포항문학,포항문학,매체 및 문학상,시,5
P0360,주민현,"킬트, 그리고 퀼트",문학동네,문학동네 시인선,131,2020,2017,한국경제 신춘문예,한국경제 신춘문예,신춘문예,시,1
P0260,이서하,조금 진전 있음,민음사,민음의 시,315,2023,2016,한국경제 신춘문예,한국경제 신춘문예,신춘문예,시,3
P0260,이서하,진짜 같은 마음,민음사,민음의 시,270,2020,2016,한국경제 신춘문예,한국경제 신춘문예,신춘문예,시,8
P0172,성윤석,2170년 12월 23일,문학과지성사,문학과지성 시인선,530,2019,1990,한국문학 신인상,한국문학 신인상,신인상,시,9
P0172,성윤석,멍게,문학과지성사,문학과지성 시인선,447,2014,1990,한국문학 신인상,한국문학 신인상,신인상,시,4
P0172,성윤석,공중 묘지,민음사,민음의 시,140,2007,1990,한국문학 신인상,한국문학 신인상,신인상,시,5
P0059,김수복,외박,창비,창비시선,355,2012,1975,한국문학 신인상,한국문학 신인상,신인상,시,1
P0382,최영철,찔러본다,문학과지성사,문학과지성 시인선,380,2010,1986,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,9
P0382,최영철,호루라기,문학과지성사,문학과지성 시인선,324,2006,1986,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,5
P0382,최영철,그림자 호수,창비,창비시선,225,2003,1986,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,3
P0382,최영철,일광욕하는 가구,문학과지성사,문학과지성 시인선,240,2000,1986,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,4
P0351,조연호,유고,문학동네,문학동네 시인선,136,2020,1994,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,6
P0338,정일근,기다린다는 것에 대하여,문학과지성사,문학과지성 시인선,358,2009,1985,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,1
P0293,이정훈,"쏘가리, 호랑이",창비,창비시선,441,2020,2013,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,6
P0286,이윤학,짙은 백야,문학과지성사,문학과지성 시인선,487,2016,1990,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,6
P0286,이윤학,나를 울렸다,문학과지성사,문학과지성 시인선,405,2011,1990,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,1
P0284,이원하,제주에서 혼자 살고 술은 약해요,문학동네,문학동네 시인선,135,2020,2018,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,1
P0279,이용임,안개주의보,문학과지성사,문학과지성 시인선,415,2012,2007,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,2
P0255,이병률,찬란,문학과지성사,문학과지성 시인선,373,2010,1995,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,1
P0238,윤지양,기대 없는 토요일,민음사,민음의 시,327,2024,2017,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,2
P0237,윤종욱,우리의 초능력은 우는 일이 전부라고 생각해,민음사,민음의 시,274,2020,2015,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,2
P0192,신이인,검은 머리 짐승 사전,민음사,민음의 시,309,2023,2021,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,1
P0175,손택수,어떤 슬픔은 함께할 수 없다,문학동네,문학동네 시인선,180,2022,1998,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,4
P0175,손택수,붉은빛이 여전합니까,창비,창비시선,440,2020,1998,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,3
P0175,손택수,떠도는 먼지들이 빛난다,창비,창비시선,379,2014,1998,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,2
P0175,손택수,목련 전차,창비,창비시선,264,2006,1998,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,10
P0175,손택수,호랑이 발자국,창비,창비시선,222,2003,1998,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,7
P0151,박형준,줄무늬를 슬퍼하는 기린처럼,창비,창비시선,445,2020,1991,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,1
P0151,박형준,생각 날 때마다 울었다,문학과지성사,문학과지성 시인선,394,2011,1991,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,5
P0151,박형준,춤,창비,창비시선,247,2005,1991,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,1
P0151,박형준,물속까지 잎사귀가 피어 있다,창비,창비시선,216,2002,1991,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,1
P0045,김복희,희망은 사랑을 한다,문학동네,문학동네 시인선,144,2020,2015,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,1
P0036,김두안,달의 아가미,민음사,민음의 시,156,2009,2006,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,9
P0033,김기택,낫이라는 칼,문학과지성사,문학과지성 시인선,573,2023,1989,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,4
P0033,김기택,갈라진다 갈라진다,문학과지성사,문학과지성 시인선,417,2012,1989,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,1
P0026,길상호,우리의 죄는 야옹,문학동네,문학동네 시인선,87,2016,2001,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,14
P0353,조용미,나의 다른 이름들,민음사,민음의 시,224,2016,1990,한길문학,한길문학,매체 및 문학상,시,1
P0353,조용미,일만 마리 물고기가 산을 날아오르다,창비,창비시선,198,2000,1990,한길문학,한길문학,매체 및 문학상,시,1
P0408,황성희,눈물은 그러다가 흐른다,문학동네,문학동네 시인선,153,2021,2005,현대문학,현대문학,매체 및 문학상,시,2
P0408,황성희,4를 지키려는 노력,민음사,민음의 시,197,2013,2005,현대문학,현대문학,매체 및 문학상,시,25
P0408,황성희,앨리스네 집,민음사,민음의 시,150,2008,2005,현대문학,현대문학,매체 및 문학상,시,8
P0375,최문자,해바라기밭의 리토르넬로,민음사,민음의 시,295,2022,1982,현대문학,현대문학,매체 및 문학상,시,3
P0375,최문자,우리가 훔친 것들이 만발한다,민음사,민음의 시,255,2019,1982,현대문학,현대문학,매체 및 문학상,시,2
P0375,최문자,파의 목소리,문학동네,문학동네 시인선,71,2015,1982,현대문학,현대문학,매체 및 문학상,시,1
P0375,최문자,사과 사이사이 새,민음사,민음의 시,182,2012,1982,현대문학,현대문학,매체 및 문학상,시,1
P0372,천양희,나는 가끔 우두커니가 된다,창비,창비시선,326,2011,1965,현대문학,현대문학,매체 및 문학상,시,6
P0372,천양희,몇차례 바람 속에서도 우리는 무사하였다,창비,창비시선,510,2024,1965,현대문학,현대문학,매체 및 문학상,시,3
P0325,장이지,편지의 시대,창비,창비시선,495,2023,2000,현대문학,현대문학,매체 및 문학상,시,45
P0325,장이지,레몬옐로,문학동네,문학동네 시인선,106,2018,2000,현대문학,현대문학,매체 및 문학상,시,5
P0325,장이지,연꽃의 입술,문학동네,문학동네 시인선,11,2011,2000,현대문학,현대문학,매체 및 문학상,시,2
P0272,이승훈,인생,민음사,민음의 시,109,2002,1962,현대문학,현대문학,매체 및 문학상,시,6
P0247,이기철,영원 아래서 잠시,민음사,민음의 시,291,2021,1972,현대문학,현대문학,매체 및 문학상,시,4
P0247,이기철,흰 꽃 만지는 시간,민음사,민음의 시,234,2017,1972,현대문학,현대문학,매체 및 문학상,시,4
P0247,이기철,"나무, 나의 모국어",민음사,민음의 시,180,2012,1972,현대문학,현대문학,매체 및 문학상,시,1
P0247,이기철,가장 따뜻한 책,민음사,민음의 시,124,2005,1972,현대문학,현대문학,매체 및 문학상,시,1
P0247,이기철,내가 만난 사람은 모두 아름다웠다,민음사,민음의 시,98,2000,1972,현대문학,현대문학,매체 및 문학상,시,1
P0243,이근화,뜨거운 입김으로 구성된 미래,창비,창비시선,463,2021,2004,현대문학,현대문학,매체 및 문학상,시,5
P0243,이근화,내가 무엇을 쓴다 해도,창비,창비시선,402,2016,2004,현대문학,현대문학,매체 및 문학상,시,5
P0227,유형진,가벼운 마음의 소유자들,민음사,민음의 시,173,2011,2001,현대문학,현대문학,매체 및 문학상,시,12
P0221,유안진,봄비 한 주머니,창비,창비시선,195,2000,1965,현대문학,현대문학,매체 및 문학상,시,1
P0216,오정국,재의 얼굴로 지나가다,민음사,민음의 시,286,2021,1988,현대문학,현대문학,매체 및 문학상,시,1
P0216,오정국,파묻힌 얼굴,민음사,민음의 시,177,2011,1988,현대문학,현대문학,매체 및 문학상,시,1
P0214,오규원,새와 나무와 새똥 그리고 돌멩이,문학과지성사,문학과지성 시인선,301,2005,1968,현대문학,현대문학,매체 및 문학상,시,8
P0208,양안다,백야의 소문으로 영원히,민음사,민음의 시,252,2018,2014,현대문학,현대문학,매체 및 문학상,시,2
P0136,박은율,절반의 침묵,민음사,민음의 시,199,2013,1988,현대문학,현대문학,매체 및 문학상,시,2
P0094,김행숙,에코의 초상,문학과지성사,문학과지성 시인선,455,2014,1999,현대문학,현대문학,매체 및 문학상,시,2
P0054,김선재,목성에서의 하루,문학과지성사,문학과지성 시인선,515,2018,2007,현대문학,현대문학,매체 및 문학상,시,4
P0038,김명리,바람 불고 고요한,문학동네,문학동네 시인선,179,2022,1983,현대문학,현대문학,매체 및 문학상,시,1
P0038,김명리,불멸의 샘이 여기 있다,문학과지성사,문학과지성 시인선,265,2002,1983,현대문학,현대문학,매체 및 문학상,시,1
P0031,김경후,울려고 일어난 겁니다,문학과지성사,문학과지성 시인선,556,2022,1998,현대문학,현대문학,매체 및 문학상,시,4
